Index	FileName	ScanNum	FeatureIndex	TargetDecoyType	RetentionTime	MassCountInSpec	AverageMass	MonoisotopicMass	SumIntensity	MinCharge	MaxCharge	PeakCount	PrecursorScanNum	PrecursorFeatureIndex	PrecursorMz	PrecursorIntensity	PrecursorCharge	PrecursorSNR	PrecursorMonoisotopicMass	PrecursorQscore	PrecursorQscore2D	PrecursorQvalue	IsotopeCosine	ChargeCosine	ChargeScore	MassSNR	ChargeSNR	AveragePPMError	RepresentativeCharge	RepresentativeMzStart	RepresentativeMzEnd	Qscore	Qscore2D	Qvalue	
56	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2394.777593	2393.276259	1219.99	1	1	21	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.932456	0.932456	1	0.471473	0.471473	0.609527	1	2394.269484	2397.305891	0.782922	0.782922	0
57	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2432.484968	2430.969772	740.179	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.917548	0.917548	1	0.455329	0.455329	0.173173	1	2431.962824	2433.996935	0.740192	0.740192	0
58	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2454.673147	2453.143713	138.733	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.952896	0.952896	1	3.93657	3.93657	0.443438	1	2454.135731	2456.169118	0.877718	0.877718	0.00970874
59	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2515.919289	2514.350029	625.429	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.891601	0.891601	1	0.437698	0.437698	0.250115	1	2515.343583	2517.376966	0.618796	0.618796	0
60	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2553.625932	2552.044886	337.072	1	1	16	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.899423	0.899423	1	0.675836	0.675836	0.676607	1	2553.034981	2555.070053	0.645579	0.645579	0
61	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2579.832926	2578.231110	279.145	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.942536	0.942536	1	5.41098	5.41098	0.207263	1	2579.223756	2581.259134	0.863585	0.863585	0.00970874
62	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2587.329964	2585.728148	386.568	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.912034	0.912034	1	0.473539	0.473539	0.676415	1	2586.719097	2588.753245	0.698663	0.698663	0
63	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2587.663954	2586.062138	392.837	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.885776	0.885776	1	0.436714	0.436714	0.250933	1	2587.053970	2589.088983	0.589417	0.589417	0
64	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	0	0.073501	207	2607.843691	2606.225768	357.698	1	2	31	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.971778	0.945467	1	6.36019	3.52527	1.3752	1	2607.213672	2610.254267	0.906363	0.906363	0.00970874
65	../workspaces-FLASHApp/demo_aqpz/flashdeconv/input-files/mzML-files/example_spectrum_aqpz.mzML	1	nan	2	0.073501	207	2625.052704	2623.423043	293.816	1	1	15	0	nan	5208.000000	0	0	nan	nan	nan	nan	nan	0.885849	0.885849	1	0.609764	0.609764	0.889436	1	2624.413339	2626.454582	0.566447	0.566447	0
