FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
224	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2659.095776	2660.737163	2	69.7976	70.119	19.2846	70.119	57969.2	35926.3	558957	2	3	2	0.86955	0.649563734669429	18797;39172.3	0;19910.4;15284.7;14297.7;8476.45
225	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5114.873029	5118.064401	3	67.8035	69.0257	73.3346	69.0257	83911.4	35656.8	2.04165e+06	6	7	2	0.876849	0.422315042291272	47986;35925.3	0;0;15414.3;14521.5;21025.1;14755.7;6650.93;6895.93;0;0;4647.94
226	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4457.725977	4460.510584	2	68.2534	69.3469	65.611	68.2534	49177.1	35494.5	1.61328e+06	4	7	4	0.898644	0.648879016310434	4855.36;8804.7;15633.4;19883.7	0;6704.59;7053.35;11876;7862.85;8568.96;0;3359.19;0;3752.13
227	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4332.065230	4334.778381	3	66.7114	67.3541	38.5618	66.7114	81782.2	35283.4	1.04234e+06	5	7	3	0.860308	0.542710606295279	36757.3;28254.8;16770.2	0;2152.76;15507.6;21190.2;15639.6;8744.04;4953.53;6903.2;3253.7;3437.6
228	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4130.557882	4133.155157	3	66.1331	67.0331	54.005	67.0331	78514.4	35229.7	1.3231e+06	4	7	3	0.866717	0.619830084065173	47499.4;22461.7;0;8553.3	0;3915.98;21966.8;19587.8;20887.7;3788.58;8367.55
229	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4776.336336	4779.324553	2	67.611	68.3178	42.4067	67.611	54270.4	35187.8	1.15071e+06	4	6	3	0.88359	0.376963129838084	6847.59;28340.2;19082.7	0;0;12683.9;16090.4;11686.4;6034.87;7774.85
230	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5912.954298	5916.615660	2	68.64	69.0257	23.1443	69.0257	49797.8	35148.2	576267	7	9	2	0.889861	0.488851527025915	35148.2;0;14649.6	0;0;7877.38;7966.27;11398.5;14554.6;3962.52;4038.47
231	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4104.658910	4107.244413	2	67.1615	68.0607	53.9511	67.1615	60148.2	34724.7	1.62253e+06	4	7	4	0.893012	0.529632558086989	15266.9;29963.8;6810.29;8107.24	4626.79;3824.08;12870.4;17798.6;13992.9;9873.36;1788.88
232	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5831.499222	5835.106308	2	68.3178	68.9614	38.6181	68.3178	57172.3	34571	1.10394e+06	7	8	2	0.882203	0.427234534241405	34003.3;23169	0;0;6935.31;10812.7;9524.73;12473;3796.9;3377.18;0;2766.27;4626.83;2859.34
233	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5147.768671	5150.974200	2	70.2479	70.6342	23.1811	70.2479	48190.2	34369.5	558551	7	9	3	0.880883	0.382841946072954	19976.9;23418.1;4795.26	0;0;10226;9969.63;6934.4;9916.62;2537.06;2500.66;2917.2;0;0;3188.68
234	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5071.579403	5074.745374	2	70.4412	71.1483	42.421	71.1483	53807.8	33874.3	1.14129e+06	7	7	1	0.871681	0.643138414145176	53807.8	0;2423.03;13935.8;7066.26;13426.5;14321.7;2634.48
235	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6578.019702	6582.047249	2	67.1615	68.1891	61.6584	68.1891	64467.3	33711.3	1.98748e+06	8	10	3	0.869661	0.373300721425203	6984.94;22160.7;35321.7	0;0;3546.23;12186.5;12277.4;11165.5;16634.9;4492.26;0;0;4164.65
236	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4528.305576	4531.129273	2	69.6043	69.9905	23.169	69.9905	49973.3	33579.7	578916	4	7	4	0.853637	0.659187048259015	6777.3;12737;5085.96;25373	0;4679.31;12600;6820.54;17554.8;8318.62
237	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4103.180360	4105.765862	3	69.5401	71.0841	92.6393	69.5401	88193.8	33566.5	2.54757e+06	5	6	2	0.868885	0.483231095416484	50637.8;37556	0;4319.41;22029.2;22204.7;18297.3;9362.79;0;7407.12;0;4573.23
238	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5678.912997	5682.430772	2	68.1891	69.0257	50.1966	68.1891	53765.2	33388.1	1.34941e+06	4	6	3	0.858719	0.36773216284031	5552.89;10361;37851.3	0;0;4797.11;11485.2;15734.9;11386.9;10361
239	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3557.841887	3560.012207	2	70.8912	71.6629	46.3018	70.8912	54027.8	33277.8	1.25079e+06	4	6	3	0.868127	0.525045456323009	33277.8;12143.3;8606.77	0;9359.92;12857.9;18796.6;10542.3;0;0;2471.17
240	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5843.587616	5847.211025	2	67.0331	67.4823	26.9503	67.0331	64193.2	33231.2	865012	6	9	3	0.891559	0.645955966526642	30962;0;17831.5;15399.8	0;0;10317.9;15224;9831.92;10730;15154.4;2934.91
241	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5699.234117	5702.768287	2	66.3256	66.7759	27.0153	66.7759	66067.6	33139.5	892417	7	8	2	0.883797	0.267780115976283	47156.5;18911	0;0;7580.07;17136.8;10790.1;9676.67;3523.69;3534.69;5320.42;2664.55;5840.69
242	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3555.057154	3557.227474	2	69.0257	69.669	38.5955	69.669	43199.2	33066.4	833647	3	5	3	0.855212	0.546982535805995	8582.53;24483.9;10132.7	0;6104.7;12483.8;10813.1;7464.11;0;0;6333.44
243	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6470.854439	6474.831386	2	67.6753	68.8328	69.4477	67.6753	61674	32488.4	2.14156e+06	7	10	3	0.897246	0.398851861441824	29185.6;0;19628.5;12859.9	3681.9;3767.31;0;15347;13685.6;14361.5;8877.42;5635.19
244	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4866.518466	4869.569667	3	70.1835	71.4053	73.3078	71.341	93700	35254.3	2.26164e+06	5	6	2	0.86417	0.642115639270903	47958.5;45741.4	0;0;15529.8;24422.5;26231.6;18912.2;5266.29;3337.49
245	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4198.782463	4201.428364	2	68.0607	68.4468	23.1712	68.0607	52095	32195.6	603553	3	6	4	0.867052	0.450060947670305	7660.43;12239;19311.4;12884.2	0;6517.8;9188.37;18595.7;14006.3;0;3786.9
246	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4600.463338	4603.334810	2	67.8035	68.8973	65.6274	67.8035	48785.6	31970.9	1.60084e+06	5	7	3	0.867739	0.384005049032848	15161.7;16809.2;16814.7	0;0;14846;13094.9;9215.89;4530.18;0;2439.86;4658.84
247	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4435.419529	4438.192518	2	68.7684	68.9614	11.5807	68.9614	46562.3	31851.3	269612	6	7	2	0.851323	0.35034806067494	14964;31598.3	4199.5;0;9958.78;11171.1;12081.8;4628.28;4776.92;0;0;3945.41
248	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4746.065092	4749.038960	3	66.9688	67.7394	46.2338	67.7394	79668.9	31794.3	1.16068e+06	5	7	3	0.88113	0.752506267371654	31794.3;15961.7;31912.9	0;0;19033.7;28327;20051.3;8824;3432.82
249	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3258.197812	3260.202175	2	68.8328	69.669	50.1739	69.669	58119.6	31726.3	1.45804e+06	3	4	2	0.856792	0.421964348222353	43553.8;14565.8	0;9448.67;18355.2;13271.2;13251;0;3793.58
250	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3057.763833	3059.631693	2	67.2898	67.611	19.269	67.2898	43677.9	31658	420815	2	5	4	0.873013	0.497025552618217	7200.43;8146.96;20352.5;7978.01	0;14098.7;8634.01;12612.6;8332.63
251	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4141.599296	4144.219316	3	69.2184	70.1835	57.9063	69.2184	66251.9	31559.8	1.23621e+06	4	5	2	0.878977	0.397638541688551	5957.28;60294.6	0;4273.52;14834;23290.7;14378.6;5722.49;3752.53
252	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4937.666476	4940.757615	2	67.0331	68.2534	73.2127	68.2534	52657.3	31387.1	1.92759e+06	4	6	3	0.868245	0.547864089025926	6618.96;16818.6;29219.8	3802.33;0;9438.19;15577.6;18315.9;4781.06;4544.57
253	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5486.534040	5489.917682	3	68.3823	70.2479	111.933	69.669	77842.8	31159	3.02724e+06	6	8	3	0.857421	0.522475605382179	14775.4;52549.8;10517.6	3378.86;0;6110.52;23870.2;22089.5;18275;4577.26;0;0;0;2920.39
254	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2574.257157	2575.858973	2	65.366	66.3899	61.4329	65.366	54788.3	30935.3	1.6829e+06	3	4	2	0.873227	0.560887124419383	30935.3;23852.9	0;18661.8;17881.2;11392;4463.62;0;0;2389.68
255	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2895.183835	2896.965657	2	70.9555	71.4699	30.8654	71.4699	53829.1	30365	830727	3	3	1	0.863032	0.593258685889674	53829.1	0;17569.5;17263.4;18996.2
256	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3810.435333	3812.746170	2	70.9555	71.4699	30.8654	70.9555	42392.1	30344.3	654224	5	6	2	0.876704	0.574593469628681	30344.3;12047.8	0;5713.14;9498.1;10566.5;9767.95;6846.42
257	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2875.360583	2877.128461	2	66.3256	67.1615	50.1503	67.1615	46403.6	29988.9	1.16358e+06	3	4	2	0.856245	0.71684037201046	29988.9;16414.6	0;11016.1;17023.2;7585.79;3676.44;7102.07
258	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4076.314837	4078.886143	3	66.7114	68.2534	92.5144	67.1615	73057.9	29879.3	2.48177e+06	3	6	4	0.852189	0.365966100385122	8516.13;21363.2;32564.7;10613.8	0;2950.37;18842.8;19424.7;19312.2;2781.39;3653.56;2911.05;0;3181.86
259	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4295.256068	4297.955166	2	69.9905	70.4412	27.0453	70.4412	55838.2	28964.4	755078	5	8	4	0.8992	0.470554825150211	14215.3;15410.8;14520.9;11691.2	2716.67;5964.83;8888.69;10447.9;12198.6;9186.6;2191.35;0;3622.37;3337.81
260	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3760.470558	3762.755935	2	69.4757	70.119	38.6019	70.119	56326.8	28498.6	1.08716e+06	4	6	3	0.91187	0.356800198509909	27828.2;22276.2;6222.48	0;7535.3;15877;15209.2;8151.09;6820.22;2733.96
261	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4920.001387	4923.078700	2	71.2126	71.5342	19.2953	71.2126	48878.3	28375.4	471561	6	6	1	0.863034	0.631790362526711	48878.3	0;0;9561.05;13027.1;8836.55;7894.92;9558.63
262	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2867.313479	2869.081357	2	69.8618	70.9555	65.6185	69.8618	42974.1	28147.9	1.40995e+06	3	5	3	0.896309	0.561112612056303	9809.08;28003.1;5161.87	0;13976.6;17492;8344.45;3160.97
263	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2628.900607	2630.530267	2	69.0257	69.9263	54.0321	69.0257	46960.4	28142.5	1.26868e+06	3	3	1	0.862677	0.814212484256641	46960.4	0;13906.5;16718.3;9479.17;6856.44
264	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5562.426058	5565.857610	2	70.5054	70.9555	27.0013	70.9555	48727.5	27790.9	657852	5	7	3	0.854245	0.54400596325929	7488.01;20302.9;20936.6	0;0;5114.55;11992.1;11387.1;14926.7;5307.08
265	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4473.965916	4476.766439	2	69.7976	70.1835	23.1538	70.1835	48805.4	26136.2	565015	4	6	2	0.861542	0.713197618842874	22669.2;0;26136.2	0;0;13402.5;16056.7;13621.5;5724.77
266	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3980.729201	3983.162804	2	69.7976	70.5698	46.3319	70.5698	46833	25969.6	1.08493e+06	4	6	3	0.859065	0.63503527249966	28462.7;5022.65;13347.6	0;5022.65;9093.79;13800.4;11316.8;7599.32
267	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3041.814491	3043.682351	2	66.1973	66.9045	42.4334	66.1973	49520.1	25330.9	1.05065e+06	2	4	2	0.886737	0.81235056774821	25330.9;0;24189.2	0;12240.2;17002.4;15307.6;4969.91
268	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4292.634114	4295.333212	2	69.669	69.9263	15.4366	69.669	44970.7	25224.5	347096	4	6	2	0.852959	0.6203054446511	25224.5;0;19746.2	0;0;11594.4;14599.6;10803;4961.52;3012.14
269	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3058.555495	3060.423355	2	66.7114	67.9324	73.2551	66.7114	35362.6	25115.1	1.29524e+06	3	4	2	0.911266	0.696821504329131	6617.91;28744.7	0;10089.1;11633.2;8712.47;4927.84
270	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3369.499892	3371.570207	2	67.7394	68.5114	46.3207	68.5114	42844.9	24933.3	992302	4	5	2	0.919447	0.432811150285183	24933.3;17911.6	0;10736.7;13446.9;13073.7;5587.62
271	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5026.986198	5030.115072	2	68.2534	69.0898	50.1891	69.0898	43838.7	24373.7	1.10011e+06	6	7	2	0.850453	0.589162973163272	24373.7;19465	0;0;8560.65;10940.2;16746.8;4313.6;3277.46
272	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4695.843334	4698.791398	2	67.6753	68.5114	50.166	67.6753	45554	24359.7	1.14263e+06	6	7	2	0.8532	0.643640211465523	24359.7;21194.4	0;0;10186.9;17450.1;13586.4;4330.59
273	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4673.083024	4676.016707	2	70.5054	71.2126	42.4291	71.2126	39770.3	23868.2	843710	4	7	2	0.8594	0.437716612026481	23868.2;0;0;15902.1	0;0;11214;12295.5;11415.6;2258.47;0;0;0;0;2586.76
274	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3066.739185	3068.620412	3	70.9555	71.6629	42.4442	71.4053	46890.8	23441.9	761623	4	5	2	0.872892	0.538957269326681	28704.6;18186.2	0;11904;12368.8;13698.2;3385.22;0;5534.58
275	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4859.513308	4862.550654	2	66.7114	66.9688	15.4425	66.9688	45457.8	23062	350991	6	7	2	0.85159	0.482253405744743	30987.8;14470	0;0;13412;7014.8;9758.32;11089.8;4182.92
276	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5507.490385	5510.894483	2	67.6753	68.1249	26.9787	68.1249	38150	22573.6	514619	6	8	2	0.858935	0.477664340612474	22573.6;0;15576.4	0;0;3937.76;10854.4;10510.7;9027.67;0;3819.44
277	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2688.572052	2690.241172	2	68.4468	69.669	73.3281	69.669	41039.7	22273.9	1.50468e+06	2	3	3	0.856321	0.529062059834425	7424.72;33615	0;12411.9;13727;10994;0;3906.81
278	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3386.030716	3388.101031	2	68.2534	68.5757	19.3413	68.5757	34224	22023.8	330969	5	5	1	0.852444	0.518018856972489	34224	0;5034.07;10527.8;11263.4;4399.02;0;0;2999.67
279	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2214.612086	2215.991695	2	69.7334	70.3124	34.7374	69.7334	36281.4	21978	630161	2	3	2	0.888791	0.626522474955989	22565.8;13715.6	3735.47;13370.5;14648.5;8262.32
280	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4857.338618	4860.375964	2	67.2898	67.4823	11.5482	67.4823	33150.6	21749.3	191415	6	7	2	0.870045	0.348524116135343	21749.3;11401.3	0;0;6917.34;11398;8070.13;6765.17
281	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4399.699668	4402.461028	2	69.7976	70.6986	54.0596	69.7976	37663.6	20934.7	1.01804e+06	6	6	1	0.879696	0.376826965740339	37663.6	0;3421.23;6075.14;11626.6;10890.6;2656.32;2993.63
282	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4077.026975	4079.598281	2	69.0257	69.7334	42.4604	69.0257	35659.3	20605.1	757054	5	5	1	0.868257	0.523913627870521	35659.3	0;3391.02;6798.9;10270.8;9189.03;6009.49
283	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2896.124998	2897.906820	2	69.4757	70.119	38.6019	69.4757	40715.1	20480.8	785840	3	3	1	0.85575	0.629163140260776	40715.1	0;11031.8;18594;11089.2
284	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4638.409413	4641.308178	2	70.3124	70.8912	34.729	70.8912	36445.8	20350.5	632864	5	6	2	0.868522	0.430905716356204	16095.4;20350.5	0;0;10489.9;9003.19;10639.9;6312.79
285	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3182.351224	3184.306463	2	68.5757	69.7976	73.3144	68.5757	40446.5	20271.1	1.48266e+06	3	4	2	0.884198	0.5978442711092	20175.5;20271.1	0;11247.8;16690.5;12508.3
286	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5341.237494	5344.554310	2	67.868	68.9614	65.6056	68.9614	30340	20170	995235	7	8	2	0.863938	0.797099405101924	7177.4;23162.6	0;0;3427.44;7784.79;7710.31;7667.45;3749.96
287	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4636.821765	4639.709021	2	67.0331	67.2898	15.4021	67.0331	32787.4	19782	252497	6	7	2	0.863701	0.703849745956421	19782;13005.5	0;0;8497.58;9771.5;10331.8;4186.57
288	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4144.109300	4146.729319	2	69.4757	70.0548	34.7491	70.0548	36787.8	19059.4	639171	5	6	2	0.867198	0.442373513047789	19059.4;17728.4	0;3469.56;9326.08;13094.2;10897.9
289	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4226.240327	4228.899943	2	70.119	70.6342	30.9117	70.119	30329.1	18998.6	468762	6	8	4	0.876077	0.749334993601283	9872.04;9126.58;11330.5	0;3016.19;6003.55;5579.99;7779.1;5951.28;1999
290	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2183.620557	2184.975187	2	66.1331	67.0331	54.005	66.1331	33697.9	18980.1	909926	2	3	2	0.851657	0.532817339776403	14717.8;18980.1	2821.58;11946.6;15915.8;5835.44
291	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2761.692635	2763.389403	2	69.7976	70.6986	54.0596	70.6986	31798	17447.5	859493	3	4	2	0.890417	0.733767181859611	17447.5;14350.5	0;11745.8;9043.32;8147.06;2861.85
292	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3233.569619	3235.551049	2	66.5828	67.7394	69.3951	67.7394	24438.8	17374.8	847966	5	6	2	0.894404	0.675939259203173	17374.8;7063.96	0;6284.41;5205.74;6746.37;3792.76;2409.5
293	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3218.486945	3220.468375	2	67.1615	68.3178	69.3774	67.1615	30393.1	16154.1	1.0543e+06	4	5	2	0.85763	0.423318970393159	16154.1;14238.9	1670.35;7230.79;9751.73;13410.6
294	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2836.880701	2838.625516	2	66.4541	67.0974	38.5936	66.4541	29522.4	15916.6	569688	4	5	2	0.852679	0.509131303064016	24310.7;5211.72	0;6583.61;10805.4;7697.36;4436.01
295	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4199.617450	4202.263350	2	69.7976	70.2479	27.0152	70.2479	29081.6	15879.7	392822	7	7	1	0.858529	0.525276045039945	29081.6	0;2193.41;5692.28;10962.1;7770.78;2463
296	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5165.397432	5168.614695	2	66.9688	67.4823	30.8094	66.9688	24590.9	13644.9	378816	8	8	1	0.913957	0.342637759537896	24590.9	0;0;5182.17;6942.6;6157.68;4301.84;2006.62
297	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8827.256792	8832.719885	5	65.2418	70.0683	289.592	65.2418	5.6366e+07	3.46569e+07	9.36038e+08	6	9	4	0.945585	0.999526419832181	1.08817e+07;4.33983e+07;1.65372e+06;432289	10183.9;330104;1.55299e+06;3.76329e+06;6.6787e+06;8.23844e+06;8.86566e+06;8.70395e+06;7.3284e+06;5.3349e+06;3.41772e+06;1.33324e+06;591042;199441;28136.6
298	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8528.128852	8533.422647	7	65.2418	70.0683	289.592	65.2418	1.08763e+07	7.57565e+06	1.34196e+08	5	8	4	0.963183	0.999429084713729	981500;4.85884e+06;5.01026e+06;25735.2	9495.37;101974;382988;922976;1.48664e+06;1.74255e+06;1.79322e+06;1.63776e+06;1.23113e+06;839506;464567;178447;79913;13183.5;1482.22
299	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8828.241348	8833.704442	10	65.7957	67.817	121.274	65.7957	1.5414e+07	4.21849e+06	1.42114e+08	5	8	4	0.954387	0.99999999876018	2.56311e+06;4.77714e+06;3.81177e+06;4.262e+06	50008;179493;504744;1.05065e+06;1.7269e+06;2.22815e+06;2.30238e+06;2.13456e+06;1.76709e+06;1.33622e+06;896228;562828;366386;218439;139943
300	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8844.237970	8849.724389	4	65.3925	66.7249	79.9469	65.3925	5.88213e+06	3.4078e+06	1.47461e+08	6	9	4	0.936775	0.998117735829845	1.80404e+06;2.06636e+06;1.78175e+06;229978	74754;124160;227535;373861;560878;736686;798096;775272;634427;526255;377491;293746;208588;140766;104367
301	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8810.248755	8815.700020	12	65.2418	70.0683	289.592	65.2418	5.00936e+06	2.87984e+06	9.41643e+07	5	9	5	0.96879	0.99999910408757	384118;546674;3.31463e+06;663021;100922	37608.1;117505;251113;456054;520939;692799;755338;666100;543357;429111;273732;138218;88201.4;49615.8;27277.4
302	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8659.178099	8664.549402	3	65.2418	67.5852	140.608	65.2418	2.39255e+06	2.364e+06	8.41825e+07	5	7	3	0.945095	0.976907968385174	5953.56;726852;1.65975e+06	48116.8;53575.5;83348.7;189197;271714;334164;339450;358570;322455;212452;125119;67560.9;18303.5;9617.7;7026.84
303	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8318.001134	8323.159576	4	65.2418	70.0683	289.592	65.2418	2.02216e+06	1.97511e+06	1.41952e+08	5	7	3	0.958691	0.997166637896194	200779;1.62563e+06;195749	569.618;20974.3;88302.5;178937;279412;302655;331358;257425;226989;168029;110572;38748.4;18756.5
304	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8809.227639	8814.678904	2	65.2772	68.6784	204.072	65.2772	1.69453e+06	1.66984e+06	1.72903e+08	6	8	3	0.954498	0.979077987167446	824381;845456;24694.1	0;21364.5;54452.8;114946;199982;274843;241566;276051;201801;137902;93766.9;31932.7;21551.7;12985.5;11386.5
305	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8030.852449	8035.843985	2	65.2418	70.0683	289.592	65.2418	1.38278e+06	1.37159e+06	2.00221e+08	5	7	3	0.948032	0.967000516217716	76388.3;1.27561e+06;30781	0;9770.76;46070.6;122432;217293;278467;205820;181760;168837;91427.2;39575;21327.8
306	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8510.117138	8515.399034	3	65.2418	67.5852	140.608	65.2418	2.00979e+06	1.37047e+06	4.63995e+07	5	7	3	0.950217	0.999057654847463	198242;962390;849156	0;27116.5;63944.6;169279;268366;288616;299162;315334;248206;173551;96061.1;33207.7;20830.8;6112.18
307	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8974.331280	8979.883164	3	65.2418	70.0683	289.592	65.2418	1.61618e+06	1.12005e+06	7.30222e+07	6	7	2	0.953623	0.99941375528847	381620;1.23456e+06	0;10169.6;55458.1;107613;171613;244816;268103;247424;195579;164040;84586.7;47414.3;16086.8;2578.43;696.695
308	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8529.109348	8534.403142	10	65.7957	67.817	121.274	65.7957	2.40313e+06	1.06726e+06	1.8219e+07	5	8	4	0.96022	0.999999999998268	1.43369e+06;455627;468093;45722.7	8422.14;31526.3;97665.1;195952;289982;355564;368940;325984;257913;189837;121338;75777.5;48661;25623.8;18369.5
309	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	8230.967055	8236.072052	5	65.2418	68.6784	206.201	65.2418	791593	672812	7.89196e+06	5	7	3	0.956262	0.99685290884064	115561;655131;26457.2	1125.64;0;23946.5;88966.3;115589;120293;131151;112941;89347.6;65838.1;23527.4;12619.5;7372.87
310	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	2	4554.190401	4557.029956	2	65.2418	68.6784	206.201	65.2418	566937	564275	5.84515e+07	4	4	1	0.858282	0.837932932046346	566937	0;23345.5;106135;171253;184871;81332
