FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
1	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9105.350371	9110.976975	6	65.0237	65.366	20.54	65.0237	4.06814e+08	1.58136e+08	1.27082e+09	6	11	6	0.928945	0.999999999914119	4.95659e+07;2.31772e+08;7.77802e+07;3.8025e+07;9.00934e+06;661093	0;1.62924e+06;7.96794e+06;2.14394e+07;3.84161e+07;5.37409e+07;6.06834e+07;6.07629e+07;5.24262e+07;4.05858e+07;2.90598e+07;1.82476e+07;1.20344e+07;6.40751e+06;3.41247e+06
2	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9106.338473	9111.965076	74	65.4333	71.5342	366.055	65.7611	4.87174e+08	1.22117e+08	1.81735e+09	6	11	6	0.940798	1	4.31178e+07;2.54932e+08;1.52475e+08;3.06363e+07;5.99026e+06;114805	644007;3.53906e+06;1.23792e+07;2.75844e+07;4.83586e+07;6.46267e+07;7.30259e+07;6.98621e+07;6.14646e+07;4.72469e+07;3.3143e+07;2.10255e+07;1.33282e+07;7.53115e+06;4.05829e+06
3	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9203.326147	9209.004116	7	65.0237	66.5828	93.5468	65.0237	2.17508e+08	9.47963e+07	7.77792e+08	6	9	4	0.925493	0.999999999873483	3.03088e+07;1.05432e+08;7.8997e+07;2.77072e+06	44737.2;899490;4.80454e+06;1.09583e+07;1.97392e+07;2.68016e+07;3.19887e+07;3.21829e+07;2.93245e+07;2.19588e+07;1.53261e+07;1.10505e+07;6.51803e+06;3.74756e+06;2.208e+06
4	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9204.320013	9209.997981	36	65.0237	67.868	170.658	65.0237	2.0388e+08	5.9127e+07	8.38425e+08	6	10	5	0.959042	1	4.30997e+07;1.24622e+08;3.35453e+07;2.58347e+06;75808	472458;2.65796e+06;6.30389e+06;1.35781e+07;2.08034e+07;2.69652e+07;3.05085e+07;2.89173e+07;2.42999e+07;1.83655e+07;1.33106e+07;8.64138e+06;5.23131e+06;2.64485e+06;1.65188e+06
5	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9125.327568	9130.967909	3	65.0237	66.011	59.2363	65.0237	5.20591e+07	3.77648e+07	5.54805e+08	6	11	6	0.909533	0.879482376786737	8.04686e+06;2.14905e+07;1.43416e+07;6.50498e+06;1.63845e+06;36640.4	1.80359e+06;2.4849e+06;3.84899e+06;4.11763e+06;4.71664e+06;4.86623e+06;4.91166e+06;5.29873e+06;5.06595e+06;4.78582e+06;4.12727e+06;2.86017e+06;2.19445e+06;1.54217e+06;1.23849e+06
6	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9124.324921	9129.965262	9	65.0866	67.1615	124.493	65.0866	5.14944e+07	3.07864e+07	4.89836e+08	6	10	5	0.900686	0.917192073326503	7.27162e+06;1.91615e+07;1.60646e+07;6.97172e+06;2.02503e+06	1.09452e+06;2.06029e+06;3.16644e+06;4.19685e+06;5.08456e+06;4.52178e+06;4.78666e+06;4.65412e+06;4.63586e+06;4.63978e+06;3.95532e+06;3.54621e+06;2.67113e+06;2.03082e+06;1.54458e+06
7	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9123.330507	9128.970848	15	65.1532	67.1615	120.495	65.1532	6.81692e+07	2.62131e+07	3.8064e+08	6	10	5	0.936527	0.999898597514552	5.94103e+06;2.29691e+07;2.90966e+07;1.00898e+07;72667.8	658379;1.52479e+06;3.17631e+06;4.90801e+06;6.67982e+06;7.88721e+06;7.7809e+06;7.26006e+06;6.47609e+06;5.79191e+06;5.30223e+06;3.97672e+06;3.3163e+06;2.3601e+06;1.72877e+06
8	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	11874.048899	11881.415626	18	70.5698	71.6629	65.5835	70.8269	1.42257e+08	1.94703e+07	5.25098e+08	7	16	10	0.963494	1	2.47576e+06;1.9776e+07;1.72658e+07;1.40899e+07;1.86905e+07;2.26469e+07;2.39965e+07;1.52998e+07;6.29603e+06;1.71972e+06	0;284044;816444;2.77491e+06;6.7057e+06;1.13935e+07;1.56645e+07;1.89456e+07;1.96572e+07;1.81744e+07;1.57061e+07;1.18987e+07;8.18619e+06;5.48075e+06;3.31223e+06;1.8439e+06;938715;474009
9	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9301.304447	9307.046998	7	65.0237	65.4333	24.5753	65.0237	4.37392e+07	1.84198e+07	1.36038e+08	6	8	3	0.931445	0.999999999923312	1.11869e+07;2.37865e+07;8.76583e+06	0;232157;971817;2.09724e+06;3.98771e+06;5.59372e+06;6.07563e+06;6.45969e+06;5.89969e+06;4.0832e+06;3.35951e+06;2.32962e+06;1.32388e+06;840828;484520
10	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9225.311915	9231.006021	10	65.0237	67.0974	124.422	65.0237	2.77251e+07	1.72104e+07	4.06913e+08	6	10	5	0.947098	0.998414654359966	7.33037e+06;1.22969e+07;6.73844e+06;1.23439e+06;124993	1.02471e+06;1.13307e+06;1.62466e+06;2.12344e+06;2.66488e+06;2.89272e+06;3.70171e+06;3.27013e+06;2.91482e+06;2.7287e+06;1.77021e+06;1.46401e+06;551857;663469;221435
11	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9127.326650	9132.966991	7	65.0237	67.0974	124.422	65.0237	4.70927e+07	1.68105e+07	4.65951e+08	6	11	6	0.919006	0.998164869315212	1.33831e+07;2.15612e+07;8.57391e+06;3.28961e+06;194044;90808.2	2.20037e+06;2.20799e+06;3.26431e+06;3.18569e+06;3.75808e+06;4.83986e+06;5.54028e+06;5.647e+06;5.34703e+06;4.1758e+06;3.50298e+06;2.29186e+06;1.69803e+06;1.01635e+06;617407
12	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9143.310494	9148.965010	9	65.0237	66.1331	66.5624	65.0866	4.5932e+07	1.50019e+07	1.92753e+08	6	10	5	0.937819	0.999999847521629	9.63602e+06;2.51639e+07;9.05896e+06;1.93066e+06;142494	984922;1.55813e+06;1.99026e+06;2.97661e+06;3.97551e+06;5.62003e+06;5.7562e+06;5.1661e+06;4.39663e+06;3.92357e+06;2.98662e+06;2.72178e+06;1.98849e+06;1.66743e+06;1.20466e+06
13	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9224.312961	9230.007066	12	65.0866	67.9324	170.746	65.0866	2.59786e+07	1.20131e+07	1.57503e+08	6	11	6	0.92023	0.998982640724894	7.34425e+06;1.12572e+07;6.82157e+06;446571;105392;27606.1	1.08236e+06;1.17876e+06;1.60588e+06;1.63199e+06;2.14696e+06;2.86347e+06;2.79517e+06;2.94904e+06;2.96645e+06;2.5438e+06;1.8321e+06;1.36248e+06;914492;810808;377229
14	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9122.337723	9127.978064	32	65.366	68.7042	200.289	65.366	4.164e+07	9.36139e+06	2.89821e+08	6	12	7	0.930262	0.99999999999948	2.12346e+06;1.02008e+07;1.62859e+07;1.02957e+07;2.65093e+06;176444;31357	609287;645696;1.36189e+06;2.55005e+06;3.87365e+06;4.77845e+06;5.34371e+06;5.13426e+06;4.60733e+06;3.67461e+06;2.96229e+06;2.26166e+06;1.94827e+06;1.43664e+06;1.06152e+06
15	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9128.324052	9133.964392	9	65.5738	67.0331	87.5615	65.8212	2.13162e+07	9.064e+06	1.47722e+08	6	9	4	0.939407	0.999993772103888	6.69527e+06;1.04365e+07;2.97203e+06;1.2124e+06	948527;1.29096e+06;1.01259e+06;1.36675e+06;2.06452e+06;2.50696e+06;2.62617e+06;2.60946e+06;2.27996e+06;1.84825e+06;1.34909e+06;992194;634385;372151;362762
16	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9242.283077	9247.988890	11	65.0237	66.9688	116.708	65.0237	3.11917e+07	8.81968e+06	2.11175e+08	6	10	5	0.923742	0.999983190001489	1.10968e+07;1.79632e+07;1.80061e+06;236704;94292.5	297114;865492;1.50364e+06;2.17944e+06;2.78448e+06;3.53663e+06;3.39376e+06;3.16691e+06;2.80844e+06;2.50774e+06;2.22613e+06;1.99638e+06;1.91014e+06;1.42956e+06;882918
17	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9144.299171	9149.953688	13	65.2886	66.0689	46.8213	65.7611	3.26101e+07	6.46557e+06	1.18996e+08	6	10	5	0.935584	0.999999999999981	6.35914e+06;1.55939e+07;9.31923e+06;1.29543e+06;42448.8	864347;884445;1.43846e+06;2.25668e+06;3.14509e+06;3.70511e+06;3.65247e+06;3.79548e+06;3.43796e+06;2.71272e+06;2.35353e+06;1.79418e+06;1.55532e+06;1.03113e+06;847561
18	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9226.300583	9231.994688	8	65.7611	67.0331	76.322	65.7611	2.11356e+07	5.60095e+06	7.57147e+07	6	9	4	0.954262	0.999999993928636	6.62934e+06;9.30114e+06;4.88637e+06;318791	650319;936353;943039;1.39117e+06;1.93221e+06;2.65057e+06;2.87565e+06;2.86976e+06;2.30957e+06;1.92669e+06;1.30546e+06;888020;569680;393339;144117
19	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9302.294621	9308.037172	21	65.1532	67.0974	116.649	65.8212	3.02948e+07	5.3832e+06	1.24726e+08	6	8	3	0.956787	1	1.04232e+07;1.69507e+07;2.92091e+06	72294.9;265646;723598;1.92599e+06;3.08456e+06;4.02527e+06;4.54807e+06;4.53289e+06;3.82331e+06;2.66402e+06;2.11296e+06;1.3163e+06;792204;318686;161316
20	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9323.286811	9329.125409	7	65.0237	65.9476	55.4375	65.0237	1.41109e+07	5.37287e+06	6.16373e+07	6	8	3	0.947188	0.999989145348627	6.53501e+06;7.30588e+06;270022	400485;323774;542343;852971;1.40954e+06;1.42548e+06;2.04568e+06;2.09864e+06;1.7975e+06;1.24066e+06;1.02783e+06;831161;329914;115643;69773.5
21	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9223.316495	9229.010600	6	65.2283	66.5828	81.2714	65.2283	6.5767e+06	4.70625e+06	4.80005e+07	6	8	4	0.91349	0.913652304609533	1.92993e+06;2.72166e+06;1.9251e+06	250380;321090;431688;545469;602083;652874;621512;657927;652236;533738;566114;421052;297281;171416;102218
22	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9166.307484	9171.973730	5	65.0237	67.0331	120.567	65.0237	8.76183e+06	4.6819e+06	2.20727e+08	6	10	5	0.920581	0.963704926379711	2.45113e+06;5.22163e+06;937482;89942.7;61645.1	216309;485084;640481;674292;705863;874006;1.04214e+06;840309;865587;859059;621985;568813;223413;198799;162003
23	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9090.332546	9095.959150	11	65.0237	66.3899	81.973	65.0866	1.97716e+07	4.67428e+06	1.08023e+08	6	10	5	0.952235	0.999920651679796	302189;5.81244e+06;9.97832e+06;3.10714e+06;571541	640763;681959;908636;1.54117e+06;1.95214e+06;2.31054e+06;2.65419e+06;2.67824e+06;2.48077e+06;1.68273e+06;1.29725e+06;876212;366307;147713;193765
24	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9262.276187	9267.982000	7	65.0237	66.1331	66.5624	65.0237	8.95302e+06	4.52774e+06	6.98944e+07	6	8	3	0.882167	0.988022548843655	3.48945e+06;4.632e+06;831574	540171;518452;382058;508904;612026;1.00321e+06;1.10905e+06;852032;769812;819173;764677;496005;413417;458174;246026
25	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9061.323117	9066.914777	5	65.0237	65.4333	24.5753	65.0237	6.97416e+06	4.36256e+06	2.05076e+07	7	9	3	0.947741	0.989186033324136	2.21004e+06;3.6784e+06;1.08572e+06	111752;150542;262916;593922;798483;934495;711910;771392;847373;645187;192231;341232;317003;219737;187737
26	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8948.283267	8953.821363	7	65.0866	66.2613	70.4818	65.2283	6.89618e+06	4.00339e+06	8.91712e+07	6	10	5	0.976178	0.998832694425869	165106;1.68495e+06;2.64392e+06;1.93439e+06;491729	57626.1;175600;278642;580150;764257;1.02664e+06;1.16159e+06;991271;702142;515512;269501;243275;55637.2;73312.3;58650.2
27	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9340.257432	9346.107639	5	65.0237	65.7611	44.2454	65.0237	8.87753e+06	4.00276e+06	4.66933e+07	6	8	4	0.890656	0.949411089297109	3.67724e+06;4.87181e+06;328476	0;103602;283470;607873;906350;829026;981069;690069;870812;713814;691057;637954;663896;496066;402468
28	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9263.274120	9268.991635	8	65.0237	66.011	59.2363	65.0237	9.78233e+06	3.85904e+06	5.34139e+07	6	9	4	0.930629	0.998639131392266	4.65912e+06;4.22456e+06;504601;394059	308006;420807;428710;626480;998845;986692;1.12201e+06;1.18866e+06;886797;836038;590500;589984;563059;305616;238139
29	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9222.319740	9228.013845	6	65.2886	66.5828	77.6545	65.2886	8.95401e+06	3.51183e+06	8.63944e+07	6	10	5	0.908085	0.995279548904062	1.4354e+06;3.75132e+06;2.99163e+06;588627;215069	168603;320100;522367;648067;829659;858930;872333;865429;841011;857753;685449;589456;497283;321708;244466
30	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8947.284554	8952.822651	7	65.1532	66.3256	70.3452	65.1532	8.73879e+06	3.37317e+06	4.71556e+07	6	10	5	0.923082	0.99999798537278	210566;2.16595e+06;4.00617e+06;2.0964e+06;259699	10605.6;124213;203974;473036;796412;1.2032e+06;1.31024e+06;1.28751e+06;1.18323e+06;946593;561319;317260;159531;138667;33610.1
31	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9399.275156	9405.178171	8	65.0237	66.011	59.2363	65.0237	7.64691e+06	3.22525e+06	3.05138e+07	6	7	2	0.935915	0.999996452649703	3.60013e+06;4.04677e+06	13688.8;0;77251.2;260176;782814;998652;1.24962e+06;1.25854e+06;1.00381e+06;896047;500974;177247;277745;32243.3;131790
32	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9165.307247	9170.973493	12	65.0237	67.8035	166.788	65.0866	1.41704e+07	3.22242e+06	1.07828e+08	6	9	5	0.906536	0.990977432255656	5.18008e+06;6.92666e+06;1.86618e+06;197497	583218;506511;984724;1.08946e+06;1.10776e+06;1.42078e+06;1.52996e+06;1.3326e+06;1.42513e+06;1.17167e+06;1.08576e+06;873628;630218;458242;553968
33	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9341.261649	9347.111856	5	65.0866	65.8843	47.8611	65.0866	6.38965e+06	3.05537e+06	3.73382e+07	6	8	3	0.933728	0.978702343222088	2.60529e+06;3.10915e+06;675221	77513.4;154772;338552;475383;684679;640386;639603;687457;620021;583628;468960;356265;457505;192305;90138.3
34	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	11891.037084	11898.415570	5	70.6342	71.2126	34.7029	70.8269	8.9282e+06	2.63579e+06	6.27029e+07	7	17	11	0.947248	0.998345105448633	62200.9;1.29099e+06;917593;703154;913652;1.36181e+06;1.39376e+06;1.30036e+06;783851;141863;58958.2	0;92786;252062;317278;499254;698434;844787;950381;863603;884239;723728;632938;610994;463755;446968;299169;249451;98371.6
35	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9243.280063	9248.985877	12	65.0866	66.9688	112.933	65.8212	1.29509e+07	2.49267e+06	8.90073e+07	6	8	3	0.93885	0.999127939558071	5.96762e+06;6.07434e+06;908922	136004;359525;665812;1.07026e+06;1.24125e+06;1.3913e+06;1.47239e+06;1.30981e+06;1.1595e+06;1.04751e+06;871475;741884;613842;431869;574447
36	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	11890.045110	11897.423595	17	69.0257	71.2769	135.069	70.3767	1.87524e+07	2.3468e+06	1.20897e+08	7	18	12	0.963519	0.999999998259591	76531.1;2.67655e+06;2.26259e+06;1.87904e+06;2.45344e+06;2.97092e+06;2.62762e+06;2.29297e+06;1.19266e+06;263441;40781.8;15880.5	0;69582;117489;328635;842178;1.47896e+06;2.14042e+06;2.42095e+06;2.51714e+06;2.44061e+06;1.98772e+06;1.5363e+06;1.08635e+06;752323;430879;302969;178127;121820
37	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9164.335450	9170.001695	8	65.5738	67.2257	99.1167	65.7014	6.14145e+06	2.28332e+06	7.89784e+07	6	9	6	0.957735	0.998787981710748	521043;1.96587e+06;2.23159e+06;1.42294e+06	89051.3;205965;274140;382241;700265;697150;802274;767885;636253;484627;337401;327572;207656;209946;108074
38	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9089.336969	9094.963573	10	65.2283	66.5184	77.4091	65.2283	6.86324e+06	1.93994e+06	4.16988e+07	6	10	5	0.954056	0.999994688976038	16843.8;1.8691e+06;3.38888e+06;1.25375e+06;355897	51568.8;136725;312755;485354;692285;919225;903698;773947;863218;649986;511282;242320;202313;137417;32716.4
39	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9060.337619	9065.929280	3	65.1532	66.3256	70.3452	65.1532	2.17749e+06	1.81632e+06	3.46838e+07	6	9	4	0.896728	0.600443606308813	7798.92;535610;915378;718699	101365;11815.7;113224;146696;220913;308089;173579;251414;204807;108718;205135;131320;114270;118812;68694.8
40	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9324.277458	9330.116057	11	65.5097	66.1331	37.4009	65.7611	8.72416e+06	1.68756e+06	3.1511e+07	6	8	3	0.969173	0.99999999999741	3.92723e+06;4.65555e+06;141383	109165;138454;243093;545262;850096;1.28242e+06;1.40945e+06;1.37846e+06;1.05424e+06;773454;531524;195067;241610;53887.7;27149
41	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	11972.028053	11979.455246	11	70.6986	71.6629	57.8558	70.8269	1.22244e+07	1.66663e+06	5.59139e+07	7	11	5	0.965019	0.999999999199095	1.37666e+06;7.15788e+06;2.98389e+06;502502;203486	0;0;45445.5;189911;547699;990258;1.40664e+06;1.66912e+06;1.78495e+06;1.59138e+06;1.4391e+06;1.02225e+06;732664;405210;224756;102773;64909.1;7353.62
42	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	8946.281001	8951.819098	2	65.0237	65.5738	33.0058	65.0237	1.75597e+06	1.65944e+06	2.89786e+07	7	9	3	0.908324	0.886144107162558	204721;799315;751937	0;0;72056.7;0;302681;239877;363133;216496;182714;146437;139514;93064.3
43	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9187.293663	9192.959909	3	65.0237	65.366	20.54	65.0237	2.13647e+06	1.63841e+06	1.41934e+07	6	7	2	0.896849	0.738967583137633	688901;1.44757e+06	18164.7;91116.9;117745;132735;225397;214667;163105;397823;263084;207177;127716;101082;0;94825
44	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9422.255206	9428.170113	3	65.0237	65.8843	51.6357	65.0237	2.21823e+06	1.54301e+06	4.94263e+07	6	7	2	0.925236	0.948926303958415	1.44011e+06;778119	0;0;0;139810;187708;362566;428389;451212;369445;247575;0;31521.7
45	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9264.282569	9270.000084	4	65.0237	65.8843	51.6357	65.0237	3.79559e+06	1.52583e+06	4.08824e+07	6	7	2	0.928681	0.838455339892395	3.33363e+06;461960	36375.1;99025;165180;408430;380789;418659;364089;423437;428677;299320;318373;323140;0;97911.8;68564.1
46	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9046.292922	9051.884583	4	65.0866	65.366	16.7653	65.0866	3.11409e+06	1.42812e+06	1.18819e+07	7	9	4	0.925857	0.992098061539534	1.21032e+06;1.55451e+06;404818	12753.6;0;144339;197229;230192;417857;429338;435517;349078;259407;130975;175118;123038;74480.9;147521
47	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9303.301690	9309.044241	6	65.8212	67.1615	80.4188	65.8212	1.88991e+06	1.37388e+06	4.25847e+07	6	8	3	0.96449	0.962097362433043	1.51763e+06;350943;21333.6	0;7234.42;61855.6;125414;232727;238758;359546;260548;202706;195373;99975.7;80805.6;17375.2;7592.07
48	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9147.355835	9153.010352	12	66.5828	67.9324	80.9739	67.8035	7.97102e+06	1.27158e+06	4.32231e+07	6	10	5	0.93064	0.999999736283893	448702;2.64923e+06;3.23697e+06;1.60105e+06;35069	192300;189512;306646;464907;691569;930136;1.03232e+06;1.09204e+06;897670;792479;540009;460068;290876;175181;107604
49	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9342.260088	9348.110296	4	65.0866	65.9476	51.6629	65.0866	3.48421e+06	1.23131e+06	4.22538e+07	6	8	3	0.907723	0.784663806941646	2.03846e+06;1.35261e+06;93141.8	88453.9;143882;122051;296966;270458;335075;420708;423598;296357;256988;296382;317530;240903;63307.4
50	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9047.287264	9052.878925	5	65.0237	65.7014	40.6609	65.0866	4.39066e+06	1.13036e+06	3.17733e+07	6	9	4	0.944574	0.992531803217333	99990.1;2.07345e+06;1.80318e+06;414033	54912.4;164021;139947;218358;464802;613088;636043;555326;467692;360556;124538;169194;232010;193591;51494
51	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9322.291106	9328.129705	4	65.2283	65.4333	12.2999	65.2283	2.49142e+06	1.0824e+06	7.27249e+06	6	7	2	0.922277	0.999007199366629	1.06666e+06;1.42477e+06	95515.3;98682.4;150468;177153;215067;216911;263957;358257;295272;217125;207501;100657;116381;46694.2;27301.3
52	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9345.374513	9351.224720	5	66.1973	67.4823	77.1024	66.3899	2.30369e+06	1.03847e+06	2.4487e+07	6	11	6	0.933601	0.996828023123205	9441.35;358721;914784;836062;155881;28803.7	11281.9;18686.1;36980.6;136776;228778;242698;332888;306981;354640;226746;187853;105550;64268.4;42436.2;18411.2
53	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9105.352780	9110.979384	17	67.4183	70.5054	185.231	67.4183	5.82613e+06	977609	5.85765e+07	6	10	5	0.928536	0.999969130664427	333540;1.5777e+06;2.39878e+06;1.54021e+06;60463.5	18484.6;32111;110862;303091;510476;792866;907901;863557;781512;536780;394331;205656;145254;142992;98740.8
54	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9088.339198	9093.965802	4	65.5738	66.3256	45.1116	65.5738	1.87281e+06	976839	2.62726e+07	6	10	5	0.928686	0.901396048489826	21637.1;318920;795987;639553;117952	36038.3;33104.1;86871.1;96530;161988;266314;225686;245582;228709;155497;113692;150637;56528.6;29344.1;22323.3
55	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9148.359565	9154.014082	8	66.647	68.7042	123.431	66.7114	3.18719e+06	958102	5.19046e+07	6	10	5	0.97454	0.999442793157666	179341;1.03789e+06;1.35679e+06;545295;67871.6	34038.7;91604.6;156007;256750;359598;391718;457486;425801;377262;228753;196427;74566.6;75511.9;65236.8;30468.7
56	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9163.337307	9169.003553	11	65.4333	67.1615	103.692	65.5097	5.20258e+06	876162	6.15811e+07	6	10	5	0.933562	0.990440680183149	418024;1.51413e+06;2.19983e+06;965675;235031	98250;144281;151378;378499;479105;545688;691756;656179;495556;393349;347139;261833;240655;214957;202210
57	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9346.376821	9352.227029	4	66.2613	66.5184	15.428	66.4541	1.95228e+06	849875	6.6477e+06	7	11	5	0.983469	0.999321809840568	406641;608384;659930;244895;32429	7820;24163.6;86832.5;142070;201359;285479;315801;283226;211039;175573;86134.7;68362.6;33887.5;20986.1;17366.3
58	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9400.266682	9406.169698	6	65.2283	66.0689	50.4383	65.8212	2.05097e+06	778943	1.63939e+07	6	7	2	0.924582	0.944369848593547	1.15657e+06;894391	0;0;54774.6;125107;198245;255798;284160;355228;352920;175029;22259.3;166930;32243.3;0;0;28271.2
59	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9162.314420	9167.968937	4	65.2886	66.7759	89.2403	65.366	2.26827e+06	700808	4.2143e+07	6	9	4	0.88624	0.974462498032139	401817;1.04258e+06;739792;84082	113018;60910;121714;126524;243009;207948;203878;275296;203791;170664;160046;141530;123402;118873;110684
60	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9244.283448	9249.989262	4	65.7014	66.9045	72.1876	65.7014	1.54247e+06	613354	2.51346e+07	6	8	3	0.911456	0.912504691047388	1.13487e+06;338897;68703.9	50552.4;59725;61173.9;145986;139387;146588;153391;168743;146973;116706;111446;96756.6;80158.9;92379.9;23057.8
61	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9076.328173	9081.943027	3	65.0866	65.8843	47.8611	65.2283	1.47233e+06	582209	2.54895e+07	7	9	3	0.923563	0.799550816784322	620879;653474;197975	22388.5;54208.8;70937.3;109443;108882;151648;224942;250442;133966;125165;52636.2;80134.6;20018.8;29689.7;60212.4
62	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5580.637721	5584.080830	5	65.366	66.1973	49.8752	65.4333	1.58704e+06	566790	9.13791e+06	5	8	5	0.9261	0.999515178721932	158366;717259;627212;174820	14550.7;116325;149597;282084;265998;245212;195025;163406;75064.8;58130.2;7404.57;28797.3
63	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	9121.350233	9126.990573	13	67.3541	69.9263	154.327	67.3541	2.70628e+06	505565	2.35793e+07	6	10	6	0.934104	0.995167197288613	68013.3;631740;1.19088e+06;678947;168387	51247.4;33353.6;43696.6;142975;251918;375183;412621;381198;307203;199999;193926;170358;94293.9;44153.7;55400.7
